observed_date,licensee,service,assignment_count
2026-08-17,TELEVISION NEW ZEALAND LIMITED,Outside Broadcast,27
2026-08-17,COLVINS LIMITED,Fixed Link,26
2026-08-17,ENTAIN NEW ZEALAND LIMITED,Broadcasting,26
2026-08-17,HAMILTON CITY COUNCIL,Fixed Link,26
2026-08-17,INSPIRE NET LIMITED,Spectrum Licence,26
2026-08-17,GENESIS ENERGY LIMITED,Telemetry & Telecommand,23
2026-08-17,MARLBOROUGH DISTRICT COUNCIL,Land Mobile,23
2026-08-17,WIZWIRELESS LIMITED,Spectrum Licence,22
2026-08-17,ENTAIN NEW ZEALAND LIMITED,Fixed Link,21
2026-08-17,KORDIA LIMITED,Land Mobile,20
2026-08-17,OMV NEW ZEALAND LIMITED,Fixed Link,18
2026-08-17,MANAWATU-WANGANUI REGIONAL COUNCIL,Fixed Link,16
2026-08-17,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,Outside Broadcast,16
2026-08-17,TAUMATA PLANTATIONS LIMITED,Fixed Link,16
2026-08-17,WATERCARE SERVICES LTD,Telemetry & Telecommand,15
2026-08-17,ALCOM COMMUNICATION SERVICES LIMITED,Fixed Link,14
2026-08-17,CHRISTCHURCH CITY COUNCIL,Fixed Link,14
2026-08-17,COMMUNICATE LIMITED,Fixed Link,14
2026-08-17,GISBORNE.NET.N.Z. LIMITED,Spectrum Licence,14
2026-08-17,KORDIA LIMITED,Outside Broadcast,14
2026-08-17,AMURI NET LIMITED,Land Mobile,12
2026-08-17,CHRISTCHURCH CITY COUNCIL,Spectrum Licence,12
2026-08-17,PRIMOWIRELESS LIMITED,Spectrum Licence,12
2026-08-17,HAMILTON CITY COUNCIL,Telemetry & Telecommand,10
2026-08-17,MARLBOROUGH DISTRICT COUNCIL,Maritime,10
2026-08-17,KORDIA LIMITED,Maritime,9
2026-08-17,OCEANA GOLD (NEW ZEALAND) LIMITED,Fixed Link,9
2026-08-17,SPARK NEW ZEALAND TRADING LIMITED,Land Mobile,9
2026-08-17,"KT1 Co Limited, KT2 Co Limited, NZSF Timber Investments (No 4) Limited",Fixed Link,8
2026-08-17,OMV NEW ZEALAND LIMITED,Radiodetermination,8
2026-08-17,RHEMA MEDIA INCORPORATED,Fixed Link,8
2026-08-17,SPARK NEW ZEALAND TRADING LIMITED,Satellite & Space,8
2026-08-17,TAIT INTERNATIONAL LIMITED,Fixed Link,8
2026-08-17,TELEVISION NEW ZEALAND LIMITED,Fixed Link,8
2026-08-17,NELSPECS LIMITED,Fixed Link,7
2026-08-17,OMV NEW ZEALAND LIMITED,Aeronautical,7
2026-08-17,PORT OF TAURANGA LIMITED,Fixed Link,7
2026-08-17,PORT OF TAURANGA LIMITED,Maritime,7
2026-08-17,RADIO NEW ZEALAND LIMITED,Fixed Link,7
2026-08-17,VITAL LIMITED,Maritime,7
2026-08-17,CANTERBURY COMMUNICATIONS LIMITED,Fixed Link,6
2026-08-17,FONTERRA CO-OPERATIVE GROUP LIMITED,Fixed Link,6
2026-08-17,KORDIA LIMITED,Satellite & Space,6
2026-08-17,MEDIAWORKS RADIO LIMITED,Satellite & Space,6
2026-08-17,TELETRONICS LIMITED,Fixed Link,6
2026-08-17,MARITIME NEW ZEALAND,Aeronautical,5
2026-08-17,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Satellite & Space,4
2026-08-17,CSE NEW ZEALAND LIMITED,Fixed Link,4
2026-08-17,FONTERRA CO-OPERATIVE GROUP LIMITED,Telemetry & Telecommand,4
2026-08-17,NZ DEFENCE FORCE HEADQUARTERS,Paging,4
2026-08-17,NZ DEFENCE FORCE HEADQUARTERS,Telemetry & Telecommand,4
2026-08-17,PORT OF TAURANGA LIMITED,Telemetry & Telecommand,4
2026-08-17,POWERCO LIMITED,Telemetry & Telecommand,4
2026-08-17,ROYAL NEW ZEALAND COASTGUARD INCORPORATED,Land Mobile,4
2026-08-17,SPACE OPERATIONS NEW ZEALAND LIMITED,Fixed Link,4
2026-08-17,TŪ ĀTEA NETWORK SERVICES LIMITED,Land Mobile,4
2026-08-17,CSE NEW ZEALAND LIMITED,Telemetry & Telecommand,3
2026-08-17,MARLBOROUGH DISTRICT COUNCIL,Meteorological,3
2026-08-17,MEDIAWORKS RADIO LIMITED,Land Mobile,3
2026-08-17,RADIO NEW ZEALAND LIMITED,Land Mobile,3
2026-08-17,VITAL LIMITED,Aeronautical,3
2026-08-17,AIR NEW ZEALAND LIMITED,Fixed Link,2
2026-08-17,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Land Mobile,2
2026-08-17,Downer New Zealand Limited,Paging,2
2026-08-17,ENHANCED SOLUTIONS LIMITED,Land Mobile,2
2026-08-17,KIWIRAIL LTD,Telemetry & Telecommand,2
2026-08-17,MANAWATU-WANGANUI REGIONAL COUNCIL,Telemetry & Telecommand,2
2026-08-17,MERIDIAN ENERGY LIMITED,Telemetry & Telecommand,2
2026-08-17,MOUNT CAMPBELL CONNECT LIMITED,Maritime,2
2026-08-17,NELSPECS LIMITED,Maritime,2
2026-08-17,National Emergency Management Agency,Fixed Link,2
2026-08-17,RHEMA MEDIA INCORPORATED,Satellite & Space,2
2026-08-17,RURAL CONNECTIVITY GROUP LIMITED,Satellite & Space,2
2026-08-17,SIGNALS NZ 2025 LIMITED,Fixed Link,2
2026-08-17,TELEVISION NEW ZEALAND LIMITED,Land Mobile,2
2026-08-17,TWO DEGREES NETWORKS LIMITED,Satellite & Space,2
2026-08-17,WELLINGTON WATER LIMITED,Telemetry & Telecommand,2
2026-08-17,WIZWIRELESS LIMITED,Land Mobile,2
2026-08-17,AIR NEW ZEALAND LIMITED,Paging,1
2026-08-17,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Paging,1
2026-08-17,ASHLEY COMMUNICATIONS LIMITED,Aeronautical,1
2026-08-17,CSE NEW ZEALAND LIMITED,Aeronautical,1
2026-08-17,CSE NEW ZEALAND LIMITED,Paging,1
2026-08-17,DEPARTMENT OF CONSERVATION,Telemetry & Telecommand,1
2026-08-17,Downer New Zealand Limited,Maritime,1
2026-08-17,Downer New Zealand Limited,Meteorological,1
2026-08-17,ENTAIN NEW ZEALAND LIMITED,Telemetry & Telecommand,1
2026-08-17,FONTERRA CO-OPERATIVE GROUP LIMITED,Paging,1
2026-08-17,Fire and Emergency New Zealand,Telemetry & Telecommand,1
2026-08-17,GENESIS ENERGY LIMITED,Paging,1
2026-08-17,KORDIA LIMITED,Telemetry & Telecommand,1
2026-08-17,MARLBOROUGH DISTRICT COUNCIL,Paging,1
2026-08-17,OCEANA GOLD (NEW ZEALAND) LIMITED,Paging,1
2026-08-17,PORT OF TAURANGA LIMITED,Radiodetermination,1
2026-08-17,SIGNALS NZ 2025 LIMITED,Maritime,1
2026-08-18,ONE NEW ZEALAND GROUP LIMITED,Spectrum Licence,11183
2026-08-18,SPARK NEW ZEALAND TRADING LIMITED,Spectrum Licence,9355
2026-08-18,TWO DEGREES NETWORKS LIMITED,Spectrum Licence,7836
2026-08-18,CHORUS NEW ZEALAND LIMITED,Fixed Link,3107
2026-08-18,VITAL LIMITED,Land Mobile,2099
2026-08-18,EONFIBRE LIMITED,Fixed Link,2052
2026-08-18,KIWIRAIL,Land Mobile,1641
2026-08-18,KORDIA LIMITED,Fixed Link,1386
2026-08-18,RURAL CONNECTIVITY GROUP LIMITED,Spectrum Licence,1252
2026-08-18,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",Broadcasting,1079
2026-08-18,TWO DEGREES NETWORKS LIMITED,Fixed Link,968
2026-08-18,SPARK NEW ZEALAND TRADING LIMITED,Fixed Link,792
2026-08-18,VITAL LIMITED,Fixed Link,726
2026-08-18,SPACE OPERATIONS NEW ZEALAND LIMITED,Satellite & Space,681
2026-08-18,ASHLEY COMMUNICATIONS LIMITED,Land Mobile,613
2026-08-18,ENTAIN NEW ZEALAND LIMITED,Land Mobile,583
2026-08-18,EVERY PERSON,General User Licence,576
2026-08-18,POWERCO LIMITED,Land Mobile,565
2026-08-18,ISO LIMITED,Land Mobile,555
2026-08-18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,Land Mobile,549
2026-08-18,KIWIRAIL LTD,Land Mobile,548
2026-08-18,CSE NEW ZEALAND LIMITED,Land Mobile,441
2026-08-18,TAIT SYSTEMS NZ LIMITED,Fixed Link,433
2026-08-18,LIGHTWIRE LIMITED,Fixed Link,420
2026-08-18,T L PARKER LIMITED,Land Mobile,409
2026-08-18,DEPARTMENT OF CONSERVATION,Land Mobile,408
2026-08-18,NZ DEFENCE FORCE HEADQUARTERS,Fixed Link,397
2026-08-18,POWERCO LIMITED,Fixed Link,375
2026-08-18,Downer New Zealand Limited,Land Mobile,349
2026-08-18,SPARK NEW ZEALAND TRADING LIMITED,Paging,347
2026-08-18,National Emergency Management Agency,Land Mobile,344
2026-08-18,KIWIRAIL,Fixed Link,311
2026-08-18,MOBICOMM LIMITED,Land Mobile,311
2026-08-18,NZME RADIO LIMITED,Fixed Link,310
2026-08-18,ORION NEW ZEALAND LTD,Fixed Link,304
2026-08-18,INMARSAT NEW ZEALAND LIMITED,Satellite & Space,302
2026-08-18,MEDIAWORKS RADIO LIMITED,Broadcasting,283
2026-08-18,St John,Land Mobile,262
2026-08-18,DEPARTMENT OF CORRECTIONS,Land Mobile,255
2026-08-18,Fire and Emergency New Zealand,Paging,252
2026-08-18,MOUNT CAMPBELL CONNECT LIMITED,Land Mobile,240
2026-08-18,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Aeronautical,238
2026-08-18,NZME RADIO LIMITED,Broadcasting,236
2026-08-18,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Radiodetermination,223
2026-08-18,WIRELESS RENTALS LIMITED,Land Mobile,221
2026-08-18,RADIO NEW ZEALAND LIMITED,Broadcasting,202
2026-08-18,WATERCARE SERVICES LTD,Land Mobile,202
2026-08-18,MEDIAWORKS RADIO LIMITED,Fixed Link,198
2026-08-18,MARITIME NEW ZEALAND,Maritime,197
2026-08-18,Fire and Emergency New Zealand,Land Mobile,195
2026-08-18,"KT1 Co Limited, KT2 Co Limited, NZSF Timber Investments (No 4) Limited",Land Mobile,182
2026-08-18,"STARLINK NEW ZEALAND, UNLIMITED LIABILITY COMPANY",Satellite & Space,180
2026-08-18,TAIT INTERNATIONAL LIMITED,Land Mobile,179
2026-08-18,COLVINS LIMITED,Land Mobile,164
2026-08-18,CANTERBURY COMMUNICATIONS LIMITED,Land Mobile,162
2026-08-18,GISBORNE.NET.N.Z. LIMITED,Fixed Link,162
2026-08-18,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Fixed Link,161
2026-08-18,NZ DEFENCE FORCE HEADQUARTERS,Aeronautical,160
2026-08-18,MARLBOROUGH LINES LIMITED,Land Mobile,157
2026-08-18,INSPIRE NET LIMITED,Land Mobile,154
2026-08-18,Spotlight NZ,Land Mobile,154
2026-08-18,SIGNALS NZ 2025 LIMITED,Land Mobile,153
2026-08-18,SUMMIT RADIO SOLUTIONS LIMITED,Land Mobile,152
2026-08-18,WATERCARE SERVICES LTD,Fixed Link,152
2026-08-18,NELSPECS LIMITED,Land Mobile,149
2026-08-18,ROYAL NEW ZEALAND COASTGUARD INCORPORATED,Maritime,149
2026-08-18,AMAZON KUIPER NEW ZEALAND LIMITED,Satellite & Space,141
2026-08-18,LIGHTWIRE LIMITED,Spectrum Licence,137
2026-08-18,SURF LIFE SAVING NEW ZEALAND INCORPORATED,Land Mobile,137
2026-08-18,DOVE COMMUNICATIONS (2023) LIMITED,Land Mobile,134
2026-08-18,ENHANCED SOLUTIONS LIMITED,Fixed Link,133
2026-08-18,NEW ZEALAND ASSOCIATION OF RADIO TRANSMITTERS INC,Amateur,132
2026-08-18,WEL NETWORKS LIMITED,Fixed Link,129
2026-08-18,INSPIRE NET LIMITED,Fixed Link,126
2026-08-18,RADIO SYSTEMS LIMITED,Land Mobile,125
2026-08-18,Unifone New Zealand Limited,Fixed Link,122
2026-08-18,TŪ ĀTEA NETWORK SERVICES LIMITED,Paging,120
2026-08-18,AMURI NET LIMITED,Spectrum Licence,117
2026-08-18,TELETRONICS LIMITED,Land Mobile,117
2026-08-18,NZ DEFENCE FORCE HEADQUARTERS,Land Mobile,115
2026-08-18,COGENT LIMITED,Land Mobile,113
2026-08-18,DEPARTMENT OF CONSERVATION,Fixed Link,106
2026-08-18,PRIMOWIRELESS LIMITED,Fixed Link,106
2026-08-18,CHATR COMMUNICATIONS LIMITED,Land Mobile,104
2026-08-18,MARLBOROUGH DISTRICT COUNCIL,Fixed Link,100
2026-08-18,RHEMA MEDIA INCORPORATED,Broadcasting,99
2026-08-18,NZ RED CROSS INC SOCIETY (NATIONAL OFFICE),Land Mobile,98
2026-08-18,TOP ENERGY,Land Mobile,98
2026-08-18,LIGHTWIRE LIMITED,Land Mobile,96
2026-08-18,OCEANA GOLD (NEW ZEALAND) LIMITED,Land Mobile,96
2026-08-18,Downer New Zealand Limited,Fixed Link,95
2026-08-18,St John,Paging,94
2026-08-18,ALCOM COMMUNICATION SERVICES LIMITED,Land Mobile,92
2026-08-18,CITY COMMS LIMITED,Land Mobile,92
2026-08-18,CHRISTCHURCH CITY COUNCIL,Land Mobile,91
2026-08-18,WEL NETWORKS LIMITED,Land Mobile,91
2026-08-18,FONTERRA CO-OPERATIVE GROUP LIMITED,Land Mobile,89
2026-08-18,AIR NEW ZEALAND LIMITED,Land Mobile,88
2026-08-18,AMURI NET LIMITED,Fixed Link,88
2026-08-18,NZ DEFENCE FORCE HEADQUARTERS,Maritime,86
2026-08-18,POWERNET LIMITED,Fixed Link,86
2026-08-18,TAUMATA PLANTATIONS LIMITED,Land Mobile,84
2026-08-18,COMMUNICATE LIMITED,Land Mobile,83
2026-08-18,ULTIMATE MOBILE LIMITED,Spectrum Licence,83
2026-08-18,MAINPOWER NEW ZEALAND LTD,Land Mobile,79
2026-08-18,ULTIMATE MOBILE LIMITED,Fixed Link,78
2026-08-18,WIZWIRELESS LIMITED,Fixed Link,76
2026-08-18,MANAWATU-WANGANUI REGIONAL COUNCIL,Land Mobile,74
2026-08-18,Fire and Emergency New Zealand,Fixed Link,73
2026-08-18,PORT OF TAURANGA LIMITED,Land Mobile,70
2026-08-18,ORION NEW ZEALAND LTD,Land Mobile,67
2026-08-18,OMV NEW ZEALAND LIMITED,Land Mobile,66
2026-08-18,MARLBOROUGH LINES LIMITED,Fixed Link,63
2026-08-18,VECTOR LIMITED,Land Mobile,63
2026-08-18,AURORA ENERGY LIMITED,Fixed Link,62
2026-08-18,NORTHPOWER LIMITED,Land Mobile,62
2026-08-18,COUNTIES ENERGY LIMITED,Land Mobile,61
2026-08-18,MINISTRY OF JUSTICE - COURT SECURITY,Paging,60
2026-08-18,AURORA ENERGY LIMITED,Land Mobile,59
2026-08-18,GENESIS ENERGY LIMITED,Fixed Link,59
2026-08-18,SKY NETWORK TELEVISION LIMITED,Satellite & Space,59
2026-08-18,MERIDIAN ENERGY LIMITED,Land Mobile,58
2026-08-18,WELLINGTON WATER LIMITED,Fixed Link,58
2026-08-18,HAMILTON CITY COUNCIL,Land Mobile,51
2026-08-18,MOUNT CAMPBELL CONNECT LIMITED,Fixed Link,51
2026-08-18,NZ DEFENCE FORCE HEADQUARTERS,Radiodetermination,50
2026-08-18,THE LINES CO LTD,Land Mobile,50
2026-08-18,WELLINGTON WATER LIMITED,Land Mobile,49
2026-08-18,NZME RADIO LIMITED,Land Mobile,48
2026-08-18,TOP ENERGY,Fixed Link,48
2026-08-18,Unifone New Zealand Limited,Spectrum Licence,46
2026-08-18,ASHLEY COMMUNICATIONS LIMITED,Fixed Link,45
2026-08-18,ALPINE ENERGY LTD,Land Mobile,44
2026-08-18,NETWORK WAITAKI LTD,Land Mobile,44
2026-08-18,ALPINE ENERGY LTD,Fixed Link,42
2026-08-18,NETWORK WAITAKI LTD,Fixed Link,42
2026-08-18,AIR NEW ZEALAND LIMITED,Aeronautical,40
2026-08-18,KORDIA LIMITED,Broadcasting,40
2026-08-18,NORTHPOWER LIMITED,Fixed Link,40
2026-08-18,ENHANCED SOLUTIONS LIMITED,Spectrum Licence,38
2026-08-18,THE LINES CO LTD,Fixed Link,38
2026-08-18,VECTOR LIMITED,Fixed Link,37
2026-08-18,SURF LIFE SAVING NEW ZEALAND INCORPORATED,Fixed Link,36
2026-08-18,TELEVISION NEW ZEALAND LIMITED,Satellite & Space,36
2026-08-18,GENESIS ENERGY LIMITED,Land Mobile,34
2026-08-18,MAINPOWER NEW ZEALAND LTD,Fixed Link,34
2026-08-18,ENTAIN NEW ZEALAND LIMITED,Outside Broadcast,33
2026-08-18,MINISTRY OF JUSTICE - COURT SECURITY,Land Mobile,32
2026-08-18,POWERNET LIMITED,Land Mobile,32
2026-08-18,COUNTIES ENERGY LIMITED,Fixed Link,31
2026-08-18,MARITIME NEW ZEALAND,Fixed Link,30
2026-08-18,SKY NETWORK TELEVISION LIMITED,Broadcasting,30
2026-08-18,TELEVISION NEW ZEALAND LIMITED,Broadcasting,30
2026-08-18,MERIDIAN ENERGY LIMITED,Fixed Link,29
2026-08-18,ROYAL NEW ZEALAND COASTGUARD INCORPORATED,Fixed Link,29
2026-08-18,TELEVISION NEW ZEALAND LIMITED,Outside Broadcast,27
2026-08-18,COLVINS LIMITED,Fixed Link,26
2026-08-18,ENTAIN NEW ZEALAND LIMITED,Broadcasting,26
2026-08-18,HAMILTON CITY COUNCIL,Fixed Link,26
2026-08-18,INSPIRE NET LIMITED,Spectrum Licence,26
2026-08-18,GENESIS ENERGY LIMITED,Telemetry & Telecommand,23
2026-08-18,MARLBOROUGH DISTRICT COUNCIL,Land Mobile,23
2026-08-18,WIZWIRELESS LIMITED,Spectrum Licence,22
2026-08-18,ENTAIN NEW ZEALAND LIMITED,Fixed Link,21
2026-08-18,KORDIA LIMITED,Land Mobile,20
2026-08-18,OMV NEW ZEALAND LIMITED,Fixed Link,18
2026-08-18,MANAWATU-WANGANUI REGIONAL COUNCIL,Fixed Link,16
2026-08-18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,Outside Broadcast,16
2026-08-18,TAUMATA PLANTATIONS LIMITED,Fixed Link,16
2026-08-18,WATERCARE SERVICES LTD,Telemetry & Telecommand,15
2026-08-18,ALCOM COMMUNICATION SERVICES LIMITED,Fixed Link,14
2026-08-18,CHRISTCHURCH CITY COUNCIL,Fixed Link,14
2026-08-18,COMMUNICATE LIMITED,Fixed Link,14
2026-08-18,GISBORNE.NET.N.Z. LIMITED,Spectrum Licence,14
2026-08-18,KORDIA LIMITED,Outside Broadcast,14
2026-08-18,AMURI NET LIMITED,Land Mobile,12
2026-08-18,CHRISTCHURCH CITY COUNCIL,Spectrum Licence,12
2026-08-18,PRIMOWIRELESS LIMITED,Spectrum Licence,12
2026-08-18,HAMILTON CITY COUNCIL,Telemetry & Telecommand,10
2026-08-18,MARLBOROUGH DISTRICT COUNCIL,Maritime,10
2026-08-18,KORDIA LIMITED,Maritime,9
2026-08-18,OCEANA GOLD (NEW ZEALAND) LIMITED,Fixed Link,9
2026-08-18,SPARK NEW ZEALAND TRADING LIMITED,Land Mobile,9
2026-08-18,"KT1 Co Limited, KT2 Co Limited, NZSF Timber Investments (No 4) Limited",Fixed Link,8
2026-08-18,OMV NEW ZEALAND LIMITED,Radiodetermination,8
2026-08-18,RHEMA MEDIA INCORPORATED,Fixed Link,8
2026-08-18,SPARK NEW ZEALAND TRADING LIMITED,Satellite & Space,8
2026-08-18,TAIT INTERNATIONAL LIMITED,Fixed Link,8
2026-08-18,TELEVISION NEW ZEALAND LIMITED,Fixed Link,8
2026-08-18,NELSPECS LIMITED,Fixed Link,7
2026-08-18,OMV NEW ZEALAND LIMITED,Aeronautical,7
2026-08-18,PORT OF TAURANGA LIMITED,Fixed Link,7
2026-08-18,PORT OF TAURANGA LIMITED,Maritime,7
2026-08-18,RADIO NEW ZEALAND LIMITED,Fixed Link,7
2026-08-18,VITAL LIMITED,Maritime,7
2026-08-18,CANTERBURY COMMUNICATIONS LIMITED,Fixed Link,6
2026-08-18,FONTERRA CO-OPERATIVE GROUP LIMITED,Fixed Link,6
2026-08-18,KORDIA LIMITED,Satellite & Space,6
2026-08-18,MEDIAWORKS RADIO LIMITED,Satellite & Space,6
2026-08-18,TELETRONICS LIMITED,Fixed Link,6
2026-08-18,MARITIME NEW ZEALAND,Aeronautical,5
2026-08-18,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Satellite & Space,4
2026-08-18,CSE NEW ZEALAND LIMITED,Fixed Link,4
2026-08-18,FONTERRA CO-OPERATIVE GROUP LIMITED,Telemetry & Telecommand,4
2026-08-18,NZ DEFENCE FORCE HEADQUARTERS,Paging,4
2026-08-18,NZ DEFENCE FORCE HEADQUARTERS,Telemetry & Telecommand,4
2026-08-18,PORT OF TAURANGA LIMITED,Telemetry & Telecommand,4
2026-08-18,POWERCO LIMITED,Telemetry & Telecommand,4
2026-08-18,ROYAL NEW ZEALAND COASTGUARD INCORPORATED,Land Mobile,4
2026-08-18,SPACE OPERATIONS NEW ZEALAND LIMITED,Fixed Link,4
2026-08-18,TŪ ĀTEA NETWORK SERVICES LIMITED,Land Mobile,4
2026-08-18,CSE NEW ZEALAND LIMITED,Telemetry & Telecommand,3
2026-08-18,MARLBOROUGH DISTRICT COUNCIL,Meteorological,3
2026-08-18,MEDIAWORKS RADIO LIMITED,Land Mobile,3
2026-08-18,RADIO NEW ZEALAND LIMITED,Land Mobile,3
2026-08-18,VITAL LIMITED,Aeronautical,3
2026-08-18,AIR NEW ZEALAND LIMITED,Fixed Link,2
2026-08-18,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Land Mobile,2
2026-08-18,Downer New Zealand Limited,Paging,2
2026-08-18,ENHANCED SOLUTIONS LIMITED,Land Mobile,2
2026-08-18,KIWIRAIL LTD,Telemetry & Telecommand,2
2026-08-18,MANAWATU-WANGANUI REGIONAL COUNCIL,Telemetry & Telecommand,2
2026-08-18,MERIDIAN ENERGY LIMITED,Telemetry & Telecommand,2
2026-08-18,MOUNT CAMPBELL CONNECT LIMITED,Maritime,2
2026-08-18,NELSPECS LIMITED,Maritime,2
2026-08-18,National Emergency Management Agency,Fixed Link,2
2026-08-18,RHEMA MEDIA INCORPORATED,Satellite & Space,2
2026-08-18,RURAL CONNECTIVITY GROUP LIMITED,Satellite & Space,2
2026-08-18,SIGNALS NZ 2025 LIMITED,Fixed Link,2
2026-08-18,TELEVISION NEW ZEALAND LIMITED,Land Mobile,2
2026-08-18,TWO DEGREES NETWORKS LIMITED,Satellite & Space,2
2026-08-18,WELLINGTON WATER LIMITED,Telemetry & Telecommand,2
2026-08-18,WIZWIRELESS LIMITED,Land Mobile,2
2026-08-18,AIR NEW ZEALAND LIMITED,Paging,1
2026-08-18,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Paging,1
2026-08-18,ASHLEY COMMUNICATIONS LIMITED,Aeronautical,1
2026-08-18,CSE NEW ZEALAND LIMITED,Aeronautical,1
2026-08-18,CSE NEW ZEALAND LIMITED,Paging,1
2026-08-18,DEPARTMENT OF CONSERVATION,Telemetry & Telecommand,1
2026-08-18,Downer New Zealand Limited,Maritime,1
2026-08-18,Downer New Zealand Limited,Meteorological,1
2026-08-18,ENTAIN NEW ZEALAND LIMITED,Telemetry & Telecommand,1
2026-08-18,FONTERRA CO-OPERATIVE GROUP LIMITED,Paging,1
2026-08-18,Fire and Emergency New Zealand,Telemetry & Telecommand,1
2026-08-18,GENESIS ENERGY LIMITED,Paging,1
2026-08-18,KORDIA LIMITED,Telemetry & Telecommand,1
2026-08-18,MARLBOROUGH DISTRICT COUNCIL,Paging,1
2026-08-18,OCEANA GOLD (NEW ZEALAND) LIMITED,Paging,1
2026-08-18,PORT OF TAURANGA LIMITED,Radiodetermination,1
2026-08-18,SIGNALS NZ 2025 LIMITED,Maritime,1
2026-08-19,ONE NEW ZEALAND GROUP LIMITED,Spectrum Licence,11183
2026-08-19,SPARK NEW ZEALAND TRADING LIMITED,Spectrum Licence,9357
2026-08-19,TWO DEGREES NETWORKS LIMITED,Spectrum Licence,7836
2026-08-19,CHORUS NEW ZEALAND LIMITED,Fixed Link,3107
2026-08-19,VITAL LIMITED,Land Mobile,2099
2026-08-19,EONFIBRE LIMITED,Fixed Link,2052
2026-08-19,KIWIRAIL,Land Mobile,1641
2026-08-19,KORDIA LIMITED,Fixed Link,1386
2026-08-19,RURAL CONNECTIVITY GROUP LIMITED,Spectrum Licence,1252
2026-08-19,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",Broadcasting,1079
2026-08-19,TWO DEGREES NETWORKS LIMITED,Fixed Link,970
2026-08-19,SPARK NEW ZEALAND TRADING LIMITED,Fixed Link,792
2026-08-19,VITAL LIMITED,Fixed Link,726
2026-08-19,SPACE OPERATIONS NEW ZEALAND LIMITED,Satellite & Space,681
2026-08-19,ASHLEY COMMUNICATIONS LIMITED,Land Mobile,613
2026-08-19,ENTAIN NEW ZEALAND LIMITED,Land Mobile,583
2026-08-19,EVERY PERSON,General User Licence,576
2026-08-19,POWERCO LIMITED,Land Mobile,565
2026-08-19,ISO LIMITED,Land Mobile,555
2026-08-19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,Land Mobile,549
2026-08-19,KIWIRAIL LTD,Land Mobile,548
2026-08-19,CSE NEW ZEALAND LIMITED,Land Mobile,441
2026-08-19,TAIT SYSTEMS NZ LIMITED,Fixed Link,433
2026-08-19,LIGHTWIRE LIMITED,Fixed Link,420
2026-08-19,T L PARKER LIMITED,Land Mobile,409
2026-08-19,DEPARTMENT OF CONSERVATION,Land Mobile,408
2026-08-19,NZ DEFENCE FORCE HEADQUARTERS,Fixed Link,397
2026-08-19,POWERCO LIMITED,Fixed Link,375
2026-08-19,Downer New Zealand Limited,Land Mobile,349
2026-08-19,SPARK NEW ZEALAND TRADING LIMITED,Paging,347
2026-08-19,National Emergency Management Agency,Land Mobile,344
2026-08-19,KIWIRAIL,Fixed Link,311
2026-08-19,MOBICOMM LIMITED,Land Mobile,311
2026-08-19,NZME RADIO LIMITED,Fixed Link,310
2026-08-19,ORION NEW ZEALAND LTD,Fixed Link,304
2026-08-19,INMARSAT NEW ZEALAND LIMITED,Satellite & Space,302
2026-08-19,MEDIAWORKS RADIO LIMITED,Broadcasting,283
2026-08-19,St John,Land Mobile,262
2026-08-19,DEPARTMENT OF CORRECTIONS,Land Mobile,255
2026-08-19,Fire and Emergency New Zealand,Paging,252
2026-08-19,MOUNT CAMPBELL CONNECT LIMITED,Land Mobile,240
2026-08-19,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Aeronautical,238
2026-08-19,NZME RADIO LIMITED,Broadcasting,236
2026-08-19,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Radiodetermination,223
2026-08-19,WIRELESS RENTALS LIMITED,Land Mobile,221
2026-08-19,RADIO NEW ZEALAND LIMITED,Broadcasting,202
2026-08-19,WATERCARE SERVICES LTD,Land Mobile,202
2026-08-19,MEDIAWORKS RADIO LIMITED,Fixed Link,198
2026-08-19,MARITIME NEW ZEALAND,Maritime,197
2026-08-19,Fire and Emergency New Zealand,Land Mobile,195
2026-08-19,"KT1 Co Limited, KT2 Co Limited, NZSF Timber Investments (No 4) Limited",Land Mobile,182
2026-08-19,"STARLINK NEW ZEALAND, UNLIMITED LIABILITY COMPANY",Satellite & Space,180
2026-08-19,TAIT INTERNATIONAL LIMITED,Land Mobile,179
2026-08-19,COLVINS LIMITED,Land Mobile,164
2026-08-19,CANTERBURY COMMUNICATIONS LIMITED,Land Mobile,162
2026-08-19,GISBORNE.NET.N.Z. LIMITED,Fixed Link,162
